6.13859;1.14752;1.00628;2.99372;7.89148e-05;1;60
-3.68573;4.76708;0.994202;3.0058;6.72308e-05;2;171
-2.30514;-6.96566;1.00598;2.99402;7.16288e-05;2;169
-8.23835;-2.75563;0.994112;3.00589;6.93422e-05;2;178
-8.88148;6.92437;0.994067;3.00593;7.04032e-05;2;191
1.39266;-8.35702;1.00623;2.99377;7.77228e-05;2;189
-8.2749;2.15492;0.993865;3.00614;7.52797e-05;2;187
-1.47017;7.17023;0.994034;3.00597;7.11968e-05;2;181
-3.5868;3.46117;0.993778;3.00622;7.74195e-05;2;166
7.3794;-5.14694;1.00624;2.99376;7.79432e-05;2;175
2.63605;9.19708;0.993754;3.00625;7.80293e-05;2;179
1.27514;9.12722;0.994158;3.00584;6.82663e-05;2;173
1.58887;-1.0483;1.00635;2.99365;8.0656e-05;2;169
-4.631;3.73806;0.993642;3.00636;8.08604e-05;2;164
-4.43315;8.04127;0.993825;3.00617;7.62554e-05;2;176
-5.63695;-6.581;1.00615;2.99385;7.55234e-05;2;169
5.7742;-5.25744;1.00622;2.99378;7.74425e-05;2;192
6.57112;7.93254;1.00583;2.99417;6.78941e-05;2;160
1.07942;3.09948;0.994077;3.00592;7.01775e-05;2;122
-5.20049;-3.83775;1.00581;2.99419;6.7613e-05;2;76
-6.41018;-5.6667;1.00609;2.99391;7.42418e-05;2;165
8.53193;-6.39898;1.00589;2.99411;6.947e-05;2;194
-5.72803;7.50214;0.994042;3.00596;7.10018e-05;2;191
-0.0508535;4.6398;0.99376;3.00624;7.78791e-05;2;170
-9.14567;-0.461294;0.993994;3.00601;7.21429e-05;2;151
0.168539;1.75296;1.00578;2.99422;6.67975e-05;2;158
6.83005;-0.537107;1.00614;2.99386;7.52908e-05;2;149
3.82765;4.61775;1.00587;2.99413;6.88345e-05;2;159
5.43742;-8.39565;1.00612;2.99388;7.50035e-05;2;169
6.56952;1.85901;1.00603;2.99397;7.27079e-05;2;187
0.961763;-0.624278;1.00606;2.99394;7.35176e-05;2;166
-3.01389;-4.336;1.00624;2.99376;7.78942e-05;2;156
7.22288;3.43513;1.00578;2.99422;6.67737e-05;2;178
5.96332;-5.92009;1.00597;2.99403;7.11965e-05;2;180
9.49856;7.88234;1.00611;2.99389;7.47601e-05;2;177
-8.23637;-6.45345;1.00631;2.99369;7.96665e-05;2;149
-0.354492;7.61375;0.994042;3.00596;7.10034e-05;2;187
-8.69918;-6.94567;1.0058;2.9942;6.73934e-05;2;137
9.54324;-8.09273;1.00615;2.99385;7.56879e-05;2;199
-0.804335;-7.45222;1.00629;2.99371;7.92247e-05;2;191
4.45673;2.06584;1.00601;2.99399;7.23163e-05;2;180
7.21903;8.21929;1.00598;2.99402;7.16325e-05;2;145
-9.43348;-7.79854;1.00627;2.99373;7.85647e-05;2;151
-7.63596;3.14623;0.994248;3.00575;6.61808e-05;2;194
8.15034;-8.86651;1.00596;2.99404;7.09903e-05;2;190
2.01203;-0.901394;1.00606;2.99394;7.33474e-05;2;186
-6.9805;-4.86601;0.993736;3.00626;7.84635e-05;2;126
9.89448;-6.28825;1.00633;2.99367;8.01225e-05;2;194
-1.5724;8.19343;0.99372;3.00628;7.88738e-05;2;189
0.361286;-4.03904;1.00575;2.99425;6.61417e-05;2;172
-9.06469;6.04234;0.993741;3.00626;7.83411e-05;2;182
7.87491;5.03531;1.00596;2.99404;7.11597e-05;2;181
0.760109;9.24867;0.99417;3.00583;6.79779e-05;2;176
2.72861;-7.56645;1.00587;2.99413;6.89354e-05;2;180
9.61364;-9.65055;1.006;2.994;7.18959e-05;2;195
9.28861;-8.5081;1.0062;2.9938;7.69321e-05;2;201
-6.40879;-0.230483;0.993642;3.00636;8.08439e-05;2;184
0.343705;2.47273;0.993647;3.00635;8.07234e-05;2;141
-8.24008;2.28731;0.993794;3.00621;7.70323e-05;2;136
-3.01114;5.36245;0.993637;3.00636;8.09756e-05;2;180
-4.02576;-6.70277;1.00576;2.99424;6.64588e-05;2;165
7.92813;-1.2543;1.00593;2.99407;7.03993e-05;2;189
7.07432;0.305922;1.00574;2.99426;6.59731e-05;2;182
0.246075;-9.57938;1.00627;2.99373;7.87285e-05;2;180
4.07944;8.97016;0.993966;3.00603;7.28118e-05;2;179
4.49134;2.58795;1.00594;2.99406;7.05553e-05;2;170
6.53503;-6.97313;1.006;2.994;7.19568e-05;2;170
-8.92308;2.67561;0.993713;3.00629;7.90588e-05;2;188
5.41903;-6.15134;1.00583;2.99417;6.80221e-05;2;190
8.67932;2.23367;1.00615;2.99385;7.55628e-05;2;185
1.35885;8.78001;0.993986;3.00601;7.23246e-05;2;176
-9.23346;-7.69584;1.00579;2.99421;6.69796e-05;2;147
-8.36817;8.49195;0.994252;3.00575;6.60687e-05;2;198
2.70598;7.21648;0.994178;3.00582;6.77995e-05;2;175
-7.112;4.92458;0.994083;3.00592;7.00136e-05;2;171
1.31397;-7.5382;1.00576;2.99424;6.63025e-05;2;184
1.44403;-4.76571;1.00597;2.99403;7.14002e-05;2;186
6.5883;0.413251;1.00595;2.99405;7.07982e-05;2;180
0.123311;-0.508705;1.0061;2.9939;7.45217e-05;2;164
1.29488;2.24618;1.00628;2.99372;7.88209e-05;2;145
-6.66352;3.95166;0.99373;3.00627;7.86266e-05;2;136
-6.30066;-0.915581;0.993641;3.00636;8.08747e-05;2;171
-0.674168;-4.97052;1.00629;2.99371;7.90251e-05;2;178
1.85296;-4.65078;1.00619;2.99381;7.66057e-05;2;181
7.26211;2.30062;1.00625;2.99375;7.82484e-05;2;178
-9.92601;7.05716;0.994205;3.0058;6.71674e-05;2;182
-8.13087;-5.64905;0.99397;3.00603;7.27289e-05;2;161
7.34446;-0.526462;1.00582;2.99418;6.77215e-05;2;191
8.53192;-0.277291;1.00573;2.99427;6.57786e-05;2;181
8.42363;-5.31911;1.00609;2.99391;7.41501e-05;2;187
8.96674;1.59138;1.00614;2.99386;7.54227e-05;2;188
-7.30189;-4.44028;0.994269;3.00573;6.56869e-05;2;160
-2.07506;9.32663;0.993842;3.00616;7.58469e-05;2;188
-4.64447;3.21801;0.994147;3.00585;6.85093e-05;2;175
6.07294;4.8008;1.00615;2.99385;7.55683e-05;2;165
6.9352;-0.52407;1.0062;2.9938;7.67788e-05;2;174
7.73634;-2.98112;1.00607;2.99393;7.37534e-05;2;181
-5.23111;-1.22993;0.99427;3.00573;6.56613e-05;2;170
-1.26901;8.83086;0.994105;3.00589;6.95019e-05;2;179
9.78179;-8.3018;1.00629;2.99371;7.91778e-05;2;184
